key,path,status,gen_text,gen_text_for_tts,target_text,interferer_text,target_spk,interferer_spk,pass_audio,sample_rate,duration,rms,peak,silence_rate,clip_rate_0p99,audio_error
1089-134686-0010_4507-16021-0023__T1__SCV3FIX__VOICE-1089_CONTENT-4507-4507-16021-0023,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0010_4507-16021-0023__T1__SCV3FIX__VOICE-1089_CONTENT-4507-4507-16021-0023__naturalized.wav,ok,THE SUGAR MANUFACTURER WHO SAYS LOAF CLARIFIED LUMPS BASTARD COMMON BURNT THIS HONEST MANUFACTURER TALKS SLANG,the sugar manufacturer who says loaf clarified lumps bastard common burnt this honest manufacturer talks slang.,WELL NOW ENNIS I DECLARE YOU HAVE A HEAD AND SO HAS MY STICK,THE SUGAR MANUFACTURER WHO SAYS LOAF CLARIFIED LUMPS BASTARD COMMON BURNT THIS HONEST MANUFACTURER TALKS SLANG,1089,4507,True,24000,6.133333333333334,0.07532398402690887,0.591094970703125,0.06182065217391304,0.0,
1089-134686-0010_4507-16021-0023__T2__SCV3FIX__VOICE-4507_CONTENT-1089-1089-134686-0010,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0010_4507-16021-0023__T2__SCV3FIX__VOICE-4507_CONTENT-1089-1089-134686-0010__naturalized.wav,ok,WELL NOW ENNIS I DECLARE YOU HAVE A HEAD AND SO HAS MY STICK,well now ennis i declare you have a head and so has my stick.,THE SUGAR MANUFACTURER WHO SAYS LOAF CLARIFIED LUMPS BASTARD COMMON BURNT THIS HONEST MANUFACTURER TALKS SLANG,WELL NOW ENNIS I DECLARE YOU HAVE A HEAD AND SO HAS MY STICK,4507,1089,True,24000,6.133333333333334,0.06573168933391571,0.55548095703125,0.15012907608695653,0.0,
1089-134686-0011_1320-122612-0004__T1__SCV3FIX__VOICE-1089_CONTENT-1320-1320-122612-0004,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0011_1320-122612-0004__T1__SCV3FIX__VOICE-1089_CONTENT-1320-1320-122612-0004__naturalized.wav,ok,DISTRUSTING HIS OWN JUDGMENT HIS APPEALS TO THE OPINION OF CHINGACHGOOK WERE FREQUENT AND EARNEST,distrusting his own judgment his appeals to the opinion of chingachgook were frequent and earnest.,ON SATURDAY MORNINGS WHEN THE SODALITY MET IN THE CHAPEL TO RECITE THE LITTLE OFFICE HIS PLACE WAS A CUSHIONED KNEELING DESK AT THE RIGHT OF THE ALTAR FROM WHICH HE LED HIS WING OF BOYS THROUGH THE RESPONSES,DISTRUSTING HIS OWN JUDGMENT HIS APPEALS TO THE OPINION OF CHINGACHGOOK WERE FREQUENT AND EARNEST,1089,1320,True,24000,5.418666666666667,0.05120483413338661,0.656341552734375,0.0890132874015748,0.0,
1089-134686-0013_3570-5695-0000__T1__SCV3FIX__VOICE-1089_CONTENT-3570-3570-5695-0000,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0013_3570-5695-0000__T1__SCV3FIX__VOICE-1089_CONTENT-3570-3570-5695-0000__naturalized.wav,ok,IN A GENERAL WAY THOUGH NOT WHOLLY NOR CONSISTENTLY THESE TWO GROUPS COINCIDE,in a general way though not wholly nor consistently these two groups coincide.,IF EVER HE WAS IMPELLED TO CAST SIN FROM HIM AND TO REPENT THE IMPULSE THAT MOVED HIM WAS THE WISH TO BE HER KNIGHT,IN A GENERAL WAY THOUGH NOT WHOLLY NOR CONSISTENTLY THESE TWO GROUPS COINCIDE,1089,3570,True,24000,4.309333333333333,0.07365954667329788,0.706512451171875,0.07932394801980198,0.0,
1089-134686-0013_3570-5695-0000__T2__SCV3FIX__VOICE-3570_CONTENT-1089-1089-134686-0013,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0013_3570-5695-0000__T2__SCV3FIX__VOICE-3570_CONTENT-1089-1089-134686-0013__naturalized.wav,ok,IF EVER HE WAS IMPELLED TO CAST SIN FROM HIM AND TO REPENT THE IMPULSE THAT MOVED HIM WAS THE WISH TO BE HER KNIGHT,if ever he was impelled to cast sin from him and to repent the impulse that moved him was the wish to be her knight.,IN A GENERAL WAY THOUGH NOT WHOLLY NOR CONSISTENTLY THESE TWO GROUPS COINCIDE,IF EVER HE WAS IMPELLED TO CAST SIN FROM HIM AND TO REPENT THE IMPULSE THAT MOVED HIM WAS THE WISH TO BE HER KNIGHT,3570,1089,True,24000,6.613333333333333,0.06641028076410294,0.542755126953125,0.08465221774193549,0.0,
1089-134686-0013_7127-75946-0007__T1__SCV3FIX__VOICE-1089_CONTENT-7127-7127-75946-0007,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0013_7127-75946-0007__T1__SCV3FIX__VOICE-1089_CONTENT-7127-7127-75946-0007__naturalized.wav,ok,IT IS NECESSARY THEREFORE THAT HE SHOULD COMPLY THE KING FROWNED,it is necessary therefore that he should comply the king frowned.,IF EVER HE WAS IMPELLED TO CAST SIN FROM HIM AND TO REPENT THE IMPULSE THAT MOVED HIM WAS THE WISH TO BE HER KNIGHT,IT IS NECESSARY THEREFORE THAT HE SHOULD COMPLY THE KING FROWNED,1089,7127,True,24000,3.584,0.07836239784955978,0.69775390625,0.08358909970238096,0.0,
1089-134686-0013_7127-75946-0007__T2__SCV3FIX__VOICE-7127_CONTENT-1089-1089-134686-0013,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0013_7127-75946-0007__T2__SCV3FIX__VOICE-7127_CONTENT-1089-1089-134686-0013__naturalized.wav,ok,IF EVER HE WAS IMPELLED TO CAST SIN FROM HIM AND TO REPENT THE IMPULSE THAT MOVED HIM WAS THE WISH TO BE HER KNIGHT,if ever he was impelled to cast sin from him and to repent the impulse that moved him was the wish to be her knight.,IT IS NECESSARY THEREFORE THAT HE SHOULD COMPLY THE KING FROWNED,IF EVER HE WAS IMPELLED TO CAST SIN FROM HIM AND TO REPENT THE IMPULSE THAT MOVED HIM WAS THE WISH TO BE HER KNIGHT,7127,1089,True,24000,6.656,0.058743394911289215,0.5426025390625,0.09224133613782051,0.0,
1089-134686-0015_4970-29093-0003__T2__SCV3FIX__VOICE-4970_CONTENT-1089-1089-134686-0015,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0015_4970-29093-0003__T2__SCV3FIX__VOICE-4970_CONTENT-1089-1089-134686-0015__naturalized.wav,ok,BUT THE DUSK DEEPENING IN THE SCHOOLROOM COVERED OVER HIS THOUGHTS THE BELL RANG,but the dusk deepening in the schoolroom covered over his thoughts the bell rang.,THE MODEST FELLOW WOULD HAVE LIKED FAME THRUST UPON HIM FOR SOME WORTHY ACHIEVEMENT IT MIGHT BE FOR A BOOK OR FOR THE SKILLFUL MANAGEMENT OF SOME GREAT NEWSPAPER OR FOR SOME DARING EXPEDITION LIKE THAT OF LIEUTENANT STRAIN OR DOCTOR KANE,BUT THE DUSK DEEPENING IN THE SCHOOLROOM COVERED OVER HIS THOUGHTS THE BELL RANG,4970,1089,True,24000,5.024,0.05352658033370972,0.64617919921875,0.3111315684713376,0.0,
1089-134686-0015_5142-33396-0067__T1__SCV3FIX__VOICE-1089_CONTENT-5142-5142-33396-0067,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0015_5142-33396-0067__T1__SCV3FIX__VOICE-1089_CONTENT-5142-5142-33396-0067__naturalized.wav,ok,BUT YOUNG SHARP TONGUE NOW THAT WE HAVE CAUGHT YOU WE WILL PUT YOU INTO A TRAP THAT YOU CANNOT GET OUT OF,but young sharp tongue now that we have caught you we will put you into a trap that you cannot get out of.,BUT THE DUSK DEEPENING IN THE SCHOOLROOM COVERED OVER HIS THOUGHTS THE BELL RANG,BUT YOUNG SHARP TONGUE NOW THAT WE HAVE CAUGHT YOU WE WILL PUT YOU INTO A TRAP THAT YOU CANNOT GET OUT OF,1089,5142,True,24000,5.856,0.07202056050300598,0.638824462890625,0.08478483606557377,0.0,
1089-134686-0015_5142-33396-0067__T2__SCV3FIX__VOICE-5142_CONTENT-1089-1089-134686-0015,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0015_5142-33396-0067__T2__SCV3FIX__VOICE-5142_CONTENT-1089-1089-134686-0015__naturalized.wav,ok,BUT THE DUSK DEEPENING IN THE SCHOOLROOM COVERED OVER HIS THOUGHTS THE BELL RANG,but the dusk deepening in the schoolroom covered over his thoughts the bell rang.,BUT YOUNG SHARP TONGUE NOW THAT WE HAVE CAUGHT YOU WE WILL PUT YOU INTO A TRAP THAT YOU CANNOT GET OUT OF,BUT THE DUSK DEEPENING IN THE SCHOOLROOM COVERED OVER HIS THOUGHTS THE BELL RANG,5142,1089,True,24000,3.9466666666666668,0.05095866695046425,0.556121826171875,0.1124049831081081,0.0,
1089-134686-0016_672-122797-0004__T1__SCV3FIX__VOICE-1089_CONTENT-672-672-122797-0004,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0016_672-122797-0004__T1__SCV3FIX__VOICE-1089_CONTENT-672-672-122797-0004__naturalized.wav,ok,IN WINTER WHEN THE SNOW LAY GLITTERING ON THE GROUND A HARE WOULD OFTEN COME LEAPING ALONG AND JUMP RIGHT OVER THE LITTLE TREE,in winter when the snow lay glittering on the ground a hare would often come leaping along and jump right over the little tree.,THEN YOU CAN ASK HIM QUESTIONS ON THE CATECHISM DEDALUS,IN WINTER WHEN THE SNOW LAY GLITTERING ON THE GROUND A HARE WOULD OFTEN COME LEAPING ALONG AND JUMP RIGHT OVER THE LITTLE TREE,1089,672,True,24000,7.029333333333334,0.06728645414113998,0.60076904296875,0.0699331373292868,0.0,
1089-134686-0016_672-122797-0004__T2__SCV3FIX__VOICE-672_CONTENT-1089-1089-134686-0016,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0016_672-122797-0004__T2__SCV3FIX__VOICE-672_CONTENT-1089-1089-134686-0016__naturalized.wav,ok,THEN YOU CAN ASK HIM QUESTIONS ON THE CATECHISM DEDALUS,then you can ask him questions on the catechism dedalus.,IN WINTER WHEN THE SNOW LAY GLITTERING ON THE GROUND A HARE WOULD OFTEN COME LEAPING ALONG AND JUMP RIGHT OVER THE LITTLE TREE,THEN YOU CAN ASK HIM QUESTIONS ON THE CATECHISM DEDALUS,672,1089,True,24000,5.045333333333334,0.04574653506278992,0.53106689453125,0.1572740486257928,0.0,
1089-134686-0017_1580-141084-0045__T1__SCV3FIX__VOICE-1089_CONTENT-1580-1580-141084-0045,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0017_1580-141084-0045__T1__SCV3FIX__VOICE-1089_CONTENT-1580-1580-141084-0045__naturalized.wav,ok,SUDDENLY HE HEARD HIM AT THE VERY DOOR THERE WAS NO POSSIBLE ESCAPE,suddenly he heard him at the very door there was no possible escape.,STEPHEN LEANING BACK AND DRAWING IDLY ON HIS SCRIBBLER LISTENED TO THE TALK ABOUT HIM WHICH HERON CHECKED FROM TIME TO TIME BY SAYING,SUDDENLY HE HEARD HIM AT THE VERY DOOR THERE WAS NO POSSIBLE ESCAPE,1089,1580,True,24000,3.7546666666666666,0.0726553425192833,0.65814208984375,0.10408158735795454,0.0,
1089-134686-0017_1580-141084-0045__T2__SCV3FIX__VOICE-1580_CONTENT-1089-1089-134686-0017,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0017_1580-141084-0045__T2__SCV3FIX__VOICE-1580_CONTENT-1089-1089-134686-0017__naturalized.wav,ok,STEPHEN LEANING BACK AND DRAWING IDLY ON HIS SCRIBBLER LISTENED TO THE TALK ABOUT HIM WHICH HERON CHECKED FROM TIME TO TIME BY SAYING,stephen leaning back and drawing idly on his scribbler listened to the talk about him which heron checked from time to time by saying.,SUDDENLY HE HEARD HIM AT THE VERY DOOR THERE WAS NO POSSIBLE ESCAPE,STEPHEN LEANING BACK AND DRAWING IDLY ON HIS SCRIBBLER LISTENED TO THE TALK ABOUT HIM WHICH HERON CHECKED FROM TIME TO TIME BY SAYING,1580,1089,True,24000,5.781333333333333,0.04171043634414673,0.45892333984375,0.05929283902214022,0.0,
1089-134686-0019_5142-33396-0021__T1__SCV3FIX__VOICE-1089_CONTENT-5142-5142-33396-0021,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0019_5142-33396-0021__T1__SCV3FIX__VOICE-1089_CONTENT-5142-5142-33396-0021__naturalized.wav,ok,UP AND DOWN THE WATER WE WENT TO GET MUCH WEALTH AND MUCH FROLIC,up and down the water we went to get much wealth and much frolic.,THE SENTENCE OF SAINT JAMES WHICH SAYS THAT HE WHO OFFENDS AGAINST ONE COMMANDMENT BECOMES GUILTY OF ALL HAD SEEMED TO HIM FIRST A SWOLLEN PHRASE UNTIL HE HAD BEGUN TO GROPE IN THE DARKNESS OF HIS OWN STATE,UP AND DOWN THE WATER WE WENT TO GET MUCH WEALTH AND MUCH FROLIC,1089,5142,True,24000,3.584,0.07977232336997986,0.692291259765625,0.08188011532738096,0.0,
1089-134686-0021_4992-41797-0018__T1__SCV3FIX__VOICE-1089_CONTENT-4992-4992-41797-0018,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0021_4992-41797-0018__T1__SCV3FIX__VOICE-1089_CONTENT-4992-4992-41797-0018__naturalized.wav,ok,THERE IN THE CEDAR HOLLOW THEN LIVED OLIVE LORD AN ANGRY RESENTFUL LITTLE CREATURE WEIGHED DOWN BY A FIERCE SENSE OF INJURY,there in the cedar hollow then lived olive lord an angry resentful little creature weighed down by a fierce sense of injury.,IF A LAYMAN IN GIVING BAPTISM POUR THE WATER BEFORE SAYING THE WORDS IS THE CHILD BAPTIZED,THERE IN THE CEDAR HOLLOW THEN LIVED OLIVE LORD AN ANGRY RESENTFUL LITTLE CREATURE WEIGHED DOWN BY A FIERCE SENSE OF INJURY,1089,4992,True,24000,6.858666666666666,0.0743449404835701,0.700225830078125,0.04720305209953344,0.0,
1089-134686-0021_4992-41797-0018__T2__SCV3FIX__VOICE-4992_CONTENT-1089-1089-134686-0021,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0021_4992-41797-0018__T2__SCV3FIX__VOICE-4992_CONTENT-1089-1089-134686-0021__naturalized.wav,ok,IF A LAYMAN IN GIVING BAPTISM POUR THE WATER BEFORE SAYING THE WORDS IS THE CHILD BAPTIZED,if a layman in giving baptism pour the water before saying the words is the child baptized.,THERE IN THE CEDAR HOLLOW THEN LIVED OLIVE LORD AN ANGRY RESENTFUL LITTLE CREATURE WEIGHED DOWN BY A FIERCE SENSE OF INJURY,IF A LAYMAN IN GIVING BAPTISM POUR THE WATER BEFORE SAYING THE WORDS IS THE CHILD BAPTIZED,4992,1089,True,24000,5.418666666666667,0.06155265122652054,0.396820068359375,0.0648068405511811,0.0,
1089-134686-0022_1580-141083-0044__T1__SCV3FIX__VOICE-1089_CONTENT-1580-1580-141083-0044,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0022_1580-141083-0044__T1__SCV3FIX__VOICE-1089_CONTENT-1580-1580-141083-0044__naturalized.wav,ok,I DARE NOT GO SO FAR AS THAT BUT OF THE THREE HE IS PERHAPS THE LEAST UNLIKELY,i dare not go so far as that but of the three he is perhaps the least unlikely.,HOW COMES IT THAT WHILE THE FIRST BEATITUDE PROMISES THE KINGDOM OF HEAVEN TO THE POOR OF HEART THE SECOND BEATITUDE PROMISES ALSO TO THE MEEK THAT THEY SHALL POSSESS THE LAND,I DARE NOT GO SO FAR AS THAT BUT OF THE THREE HE IS PERHAPS THE LEAST UNLIKELY,1089,1580,True,24000,4.362666666666667,0.07866234332323074,0.679840087890625,0.0788604064792176,0.0,
1089-134686-0022_1580-141083-0044__T2__SCV3FIX__VOICE-1580_CONTENT-1089-1089-134686-0022,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0022_1580-141083-0044__T2__SCV3FIX__VOICE-1580_CONTENT-1089-1089-134686-0022__naturalized.wav,ok,HOW COMES IT THAT WHILE THE FIRST BEATITUDE PROMISES THE KINGDOM OF HEAVEN TO THE POOR OF HEART THE SECOND BEATITUDE PROMISES ALSO TO THE MEEK THAT THEY SHALL POSSESS THE LAND,how comes it that while the first beatitude promises the kingdom of heaven to the poor of heart the second beatitude promises also to the meek that they shall possess the land.,I DARE NOT GO SO FAR AS THAT BUT OF THE THREE HE IS PERHAPS THE LEAST UNLIKELY,HOW COMES IT THAT WHILE THE FIRST BEATITUDE PROMISES THE KINGDOM OF HEAVEN TO THE POOR OF HEART THE SECOND BEATITUDE PROMISES ALSO TO THE MEEK THAT THEY SHALL POSSESS THE LAND,1580,1089,True,24000,7.605333333333333,0.04090076684951782,0.491119384765625,0.05312609572230014,0.0,
1089-134686-0022_8455-210777-0023__T1__SCV3FIX__VOICE-1089_CONTENT-8455-8455-210777-0023,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0022_8455-210777-0023__T1__SCV3FIX__VOICE-1089_CONTENT-8455-8455-210777-0023__naturalized.wav,ok,WE SAT WITH THE OFFICERS SOME LITTLE TIME AFTER DINNER AND THEN WENT ASHORE,we sat with the officers some little time after dinner and then went ashore.,HOW COMES IT THAT WHILE THE FIRST BEATITUDE PROMISES THE KINGDOM OF HEAVEN TO THE POOR OF HEART THE SECOND BEATITUDE PROMISES ALSO TO THE MEEK THAT THEY SHALL POSSESS THE LAND,WE SAT WITH THE OFFICERS SOME LITTLE TIME AFTER DINNER AND THEN WENT ASHORE,1089,8455,True,24000,4.2026666666666666,0.05760039761662483,0.845458984375,0.10097755393401016,0.0,
1089-134686-0022_8455-210777-0023__T2__SCV3FIX__VOICE-8455_CONTENT-1089-1089-134686-0022,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0022_8455-210777-0023__T2__SCV3FIX__VOICE-8455_CONTENT-1089-1089-134686-0022__naturalized.wav,ok,HOW COMES IT THAT WHILE THE FIRST BEATITUDE PROMISES THE KINGDOM OF HEAVEN TO THE POOR OF HEART THE SECOND BEATITUDE PROMISES ALSO TO THE MEEK THAT THEY SHALL POSSESS THE LAND,how comes it that while the first beatitude promises the kingdom of heaven to the poor of heart the second beatitude promises also to the meek that they shall possess the land.,WE SAT WITH THE OFFICERS SOME LITTLE TIME AFTER DINNER AND THEN WENT ASHORE,HOW COMES IT THAT WHILE THE FIRST BEATITUDE PROMISES THE KINGDOM OF HEAVEN TO THE POOR OF HEART THE SECOND BEATITUDE PROMISES ALSO TO THE MEEK THAT THEY SHALL POSSESS THE LAND,8455,1089,True,24000,8.917333333333334,0.08974038064479828,0.93365478515625,0.053547398325358854,0.0,
1089-134686-0023_6829-68771-0020__T1__SCV3FIX__VOICE-1089_CONTENT-6829-6829-68771-0020,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0023_6829-68771-0020__T1__SCV3FIX__VOICE-1089_CONTENT-6829-6829-68771-0020__naturalized.wav,ok,THEN SHE GAVE A LITTLE LAUGH AND REPLIED NO MISS BETH I'M ELIZABETH PARSONS,then she gave a little laugh and replied no miss beth i'm elizabeth parsons.,WHY WAS THE SACRAMENT OF THE EUCHARIST INSTITUTED UNDER THE TWO SPECIES OF BREAD AND WINE IF JESUS CHRIST BE PRESENT BODY AND BLOOD SOUL AND DIVINITY IN THE BREAD ALONE AND IN THE WINE ALONE,THEN SHE GAVE A LITTLE LAUGH AND REPLIED NO MISS BETH I'M ELIZABETH PARSONS,1089,6829,True,24000,4.2026666666666666,0.07849089801311493,0.65850830078125,0.07245399746192893,0.0,
1089-134686-0024_1995-1836-0013__T1__SCV3FIX__VOICE-1089_CONTENT-1995-1995-1836-0013,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0024_1995-1836-0013__T1__SCV3FIX__VOICE-1089_CONTENT-1995-1995-1836-0013__naturalized.wav,ok,MARY TAYLOR HOWEVER RELATED THE TALE OF ZORA TO MISSUS GREY'S PRIVATE EAR LATER,mary taylor however related the tale of zora to missus grey's private ear later.,IF THE WINE CHANGE INTO VINEGAR AND THE HOST CRUMBLE INTO CORRUPTION AFTER THEY HAVE BEEN CONSECRATED IS JESUS CHRIST STILL PRESENT UNDER THEIR SPECIES AS GOD AND AS MAN,MARY TAYLOR HOWEVER RELATED THE TALE OF ZORA TO MISSUS GREY'S PRIVATE EAR LATER,1089,1995,True,24000,4.416,0.08173404633998871,0.601165771484375,0.06655721618357488,0.0,
1089-134686-0024_1995-1836-0013__T2__SCV3FIX__VOICE-1995_CONTENT-1089-1089-134686-0024,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0024_1995-1836-0013__T2__SCV3FIX__VOICE-1995_CONTENT-1089-1089-134686-0024__naturalized.wav,ok,IF THE WINE CHANGE INTO VINEGAR AND THE HOST CRUMBLE INTO CORRUPTION AFTER THEY HAVE BEEN CONSECRATED IS JESUS CHRIST STILL PRESENT UNDER THEIR SPECIES AS GOD AND AS MAN,if the wine change into vinegar and the host crumble into corruption after they have been consecrated is jesus christ still present under their species as god and as man.,MARY TAYLOR HOWEVER RELATED THE TALE OF ZORA TO MISSUS GREY'S PRIVATE EAR LATER,IF THE WINE CHANGE INTO VINEGAR AND THE HOST CRUMBLE INTO CORRUPTION AFTER THEY HAVE BEEN CONSECRATED IS JESUS CHRIST STILL PRESENT UNDER THEIR SPECIES AS GOD AND AS MAN,1995,1089,True,24000,12.64,0.061378613114356995,0.3564453125,0.05092629219409283,0.0,
1089-134686-0024_5683-32865-0016__T1__SCV3FIX__VOICE-1089_CONTENT-5683-5683-32865-0016,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/1089-134686-0024_5683-32865-0016__T1__SCV3FIX__VOICE-1089_CONTENT-5683-5683-32865-0016__naturalized.wav,ok,OH I KNOW THAT'S LORNE BRANDON,oh i know that's lorne brandon.,IF THE WINE CHANGE INTO VINEGAR AND THE HOST CRUMBLE INTO CORRUPTION AFTER THEY HAVE BEEN CONSECRATED IS JESUS CHRIST STILL PRESENT UNDER THEIR SPECIES AS GOD AND AS MAN,OH I KNOW THAT'S LORNE BRANDON,1089,5683,True,24000,1.7066666666666668,0.07449024170637131,0.661956787109375,0.1393310546875,0.0,
